"","t","PM10"
"430",1497646800,8.2
"431",1497650400,21.2
"432",1497654000,11.4
"433",1497657600,15.7
"434",1497661200,22.7
"435",1497664800,13.6
"436",1497668400,11
"437",1497672000,12
"438",1497675600,8.6
"439",1497679200,7.3
"440",1497682800,8.6
"441",1497686400,8.2
"442",1497690000,14.8
"443",1497693600,13.9
"444",1497697200,10.9
"445",1497700800,9
"446",1497704400,8.1
"447",1497708000,5.9
"448",1497711600,6.3
"449",1497715200,6.5
"450",1497718800,9.9
"451",1497722400,17.4
"452",1497726000,12.5
"453",1497729600,14.9
"454",1497733200,19.4
"455",1497736800,28.8
"456",1497740400,28.4
"457",1497744000,32
"458",1497747600,28
"459",1497751200,19.9
"460",1497754800,11.6
"461",1497758400,10.9
"462",1497762000,10
"463",1497765600,10.5
"464",1497769200,10.1
"465",1497772800,10.3
"466",1497776400,10.7
"467",1497780000,8.2
"468",1497783600,5.9
"469",1497787200,4.9
"470",1497790800,4.1
"471",1497794400,6.4
"472",1497798000,10.2
"473",1497801600,9.7
"474",1497805200,10.1
"475",1497808800,19.2
"476",1497812400,20.2
"477",1497816000,21.2
"478",1497819600,19.3
"479",1497823200,20.6
"480",1497826800,20.6
"481",1497830400,23.5
"482",1497834000,15.5
"483",1497837600,21.4
"484",1497841200,24.6
"485",1497844800,44.7
"486",1497848400,35.6
"487",1497852000,31.6
"488",1497855600,36.6
"489",1497859200,39.9
"490",1497862800,48.1
"491",1497866400,42.4
"492",1497870000,38.2
"493",1497873600,33.7
"494",1497877200,34.3
"495",1497880800,45.1
"496",1497884400,43
"497",1497888000,37.6
"498",1497891600,32.9
"499",1497895200,34.1
"500",1497898800,27.9
"501",1497902400,30.2
"502",1497906000,16.6
"503",1497909600,20.8
"504",1497913200,22.1
"505",1497916800,20.9
"506",1497920400,18.2
"507",1497924000,22.2
"508",1497927600,17.7
"509",1497931200,13.3
"510",1497934800,16.4
"511",1497938400,21.4
"512",1497942000,22.7
"513",1497945600,22.7
"514",1497949200,19.8
"515",1497952800,20
"516",1497956400,22.3
"517",1497960000,21.6
"518",1497963600,22.1
"519",1497967200,19.8
"520",1497970800,27
"521",1497974400,24.1
"522",1497978000,27.2
"523",1497981600,24.6
"524",1497985200,24.7
"525",1497988800,30.2
"526",1497992400,25.9
"527",1497996000,25.8
"528",1497999600,21.9
"529",1498003200,26.9
"530",1498006800,21.3
